Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
38,4.073000,262144.000000,73966.822157,47655.000000
38,4.639000,32768.000000,139698.569764,120646.000000
38,5.649000,4096.000000,38046.441069,18090.000000
38,7.918000,512.000000,25278.113399,8994.000000
38,16.772000,64.000000,15173.086074,2216.000000
38,30.000000,6.000000,16813.742921,2477.000000
38,30.000000,9.000000,17779.632167,4345.000000
38,30.000000,12.000000,17005.453566,3746.000000
38,30.000000,15.000000,15494.745884,2262.000000
38,30.000000,18.000000,16160.904801,3522.000000
