Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
30,4.073000,262144.000000,54300.697390,47325.000000
30,4.639000,32768.000000,313610.636982,195094.000000
30,5.649000,4096.000000,569356.163289,284761.000000
30,7.918000,512.000000,467159.968277,159441.000000
30,16.772000,64.000000,1934202.312176,296133.000000
30,30.000000,6.000000,1768857.388041,250697.000000
30,30.000000,9.000000,1335343.647173,247719.000000
30,30.000000,12.000000,2181763.435325,297907.000000
30,30.000000,15.000000,1665780.520244,293144.000000
30,30.000000,18.000000,2081798.094671,290938.000000
