Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
40,4.073000,262144.000000,125505.243691,120436.000000
40,4.639000,32768.000000,66762.422432,43183.000000
40,5.649000,4096.000000,31791.689968,11632.000000
40,7.918000,512.000000,20061.991676,4582.000000
40,16.772000,64.000000,11890.089907,1810.000000
40,30.000000,6.000000,14558.788136,2192.000000
40,30.000000,9.000000,16727.083039,4225.000000
40,30.000000,12.000000,12787.951595,2385.000000
40,30.000000,15.000000,15029.686025,2948.000000
40,30.000000,18.000000,17374.926619,5268.000000
