Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
40,4.073000,262144.000000,46908.861327,27935.000000
40,4.639000,32768.000000,99789.416934,89522.000000
40,5.649000,4096.000000,36240.258539,15766.000000
40,7.918000,512.000000,25158.167958,7696.000000
40,16.772000,64.000000,15607.209360,4241.000000
40,30.000000,6.000000,12477.541905,2284.000000
40,30.000000,9.000000,12066.155311,2748.000000
40,30.000000,12.000000,14503.517539,2846.000000
40,30.000000,15.000000,14149.123365,2465.000000
40,30.000000,18.000000,14231.860911,2676.000000
