Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
30,4.073000,262144.000000,398349.997152,270667.000000
30,4.639000,32768.000000,291864.550535,217124.000000
30,5.649000,4096.000000,456081.607502,227106.000000
30,7.918000,512.000000,135758.612939,56488.000000
30,16.772000,64.000000,1105534.933375,225640.000000
30,30.000000,6.000000,1766543.338149,303195.000000
30,30.000000,9.000000,2216321.159009,243306.000000
30,30.000000,12.000000,1446437.354296,291959.000000
30,30.000000,15.000000,553584.348964,210375.000000
30,30.000000,18.000000,1242059.256530,284823.000000
