Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
22,4.073000,262144.000000,424316.346183,192206.000000
22,4.639000,32768.000000,936215.239147,253377.000000
22,5.649000,4096.000000,1423293.623198,247285.000000
22,7.918000,512.000000,3089219.076786,310138.000000
22,16.772000,64.000000,6321027.398462,297452.000000
22,30.000000,6.000000,7503836.969766,298052.000000
22,30.000000,9.000000,7387713.644617,303430.000000
22,30.000000,12.000000,6818611.213101,299918.000000
22,30.000000,15.000000,6944674.666179,302065.000000
22,30.000000,18.000000,6393276.052916,303822.000000
