Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
36,4.073000,262144.000000,32066.451612,18830.000000
36,4.639000,32768.000000,62429.202518,55030.000000
36,5.649000,4096.000000,59621.375622,27683.000000
36,7.918000,512.000000,57015.705336,27141.000000
36,16.772000,64.000000,25293.795069,5649.000000
36,30.000000,6.000000,30159.340079,5631.000000
36,30.000000,9.000000,26468.456906,7217.000000
36,30.000000,12.000000,23016.219368,7364.000000
36,30.000000,15.000000,21903.080377,5141.000000
36,30.000000,18.000000,28483.089790,6909.000000
