Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
40,4.073000,262144.000000,199903.188111,176852.000000
40,4.639000,32768.000000,211517.630908,165713.000000
40,5.649000,4096.000000,39271.030964,18804.000000
40,7.918000,512.000000,21083.174974,6296.000000
40,16.772000,64.000000,13854.052909,3387.000000
40,30.000000,6.000000,11717.933436,1601.000000
40,30.000000,9.000000,12165.749463,1418.000000
40,30.000000,12.000000,13459.913596,3096.000000
40,30.000000,15.000000,14793.495294,3046.000000
40,30.000000,18.000000,13196.398221,2528.000000
