Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
34,4.073000,262144.000000,568163.712725,515626.000000
34,4.639000,32768.000000,79912.758731,53794.000000
34,5.649000,4096.000000,131656.380275,66604.000000
34,7.918000,512.000000,39036.427846,19340.000000
34,16.772000,64.000000,43446.532037,15183.000000
34,30.000000,6.000000,43459.268931,12130.000000
34,30.000000,9.000000,42133.209811,9921.000000
34,30.000000,12.000000,39351.689455,7560.000000
34,30.000000,15.000000,41013.137907,13142.000000
34,30.000000,18.000000,39756.223010,10171.000000
