Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
24,4.073000,262144.000000,131341.011131,96837.000000
24,4.639000,32768.000000,309520.571061,135828.000000
24,5.649000,4096.000000,1190368.895640,288547.000000
24,7.918000,512.000000,2347715.915847,286300.000000
24,16.772000,64.000000,5627042.201514,301206.000000
24,30.000000,6.000000,6615491.758056,296883.000000
24,30.000000,9.000000,6099868.123675,300550.000000
24,30.000000,12.000000,5905470.148354,300616.000000
24,30.000000,15.000000,5495492.917165,300989.000000
24,30.000000,18.000000,5625554.348364,307110.000000
