Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
40,4.073000,262144.000000,88124.109056,77240.000000
40,4.639000,32768.000000,106579.430483,68857.000000
40,5.649000,4096.000000,47451.263018,20813.000000
40,7.918000,512.000000,29175.344677,13152.000000
40,16.772000,64.000000,14353.871359,3054.000000
40,30.000000,6.000000,12478.183482,3301.000000
40,30.000000,9.000000,15961.585917,4422.000000
40,30.000000,12.000000,12698.325756,1973.000000
40,30.000000,15.000000,12749.487519,2068.000000
40,30.000000,18.000000,15028.492972,3587.000000
