frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
1024,1274772.689211,1274772.689211,1274772.689211,1274772.689211,1274772.689211,1274772.689211
8,392215.426056,392215.426056,392215.426056,392215.426056,392215.426056,392215.426056
4,688095.383744,688095.383744,688095.383744,688095.383744,688095.383744,688095.383744
2,436934.998312,436934.998312,436934.998312,436934.998312,436934.998312,436934.998312
32768,1174237.047485,1174237.047485,1174237.047485,1174237.047485,1174237.047485,1174237.047485
256,806102.122509,806102.122509,806102.122509,806102.122509,806102.122509,806102.122509
16,708550.155149,708550.155149,708550.155149,708550.155149,708550.155149,708550.155149
65536,701834.253016,701834.253016,701834.253016,701834.253016,701834.253016,701834.253016
64,1072772.362296,1072772.362296,1072772.362296,1072772.362296,1072772.362296,1072772.362296
2048,1138052.280297,1138052.280297,1138052.280297,1138052.280297,1138052.280297,1138052.280297
32,826690.478136,826690.478136,826690.478136,826690.478136,826690.478136,826690.478136
8192,1653162.586161,1653162.586161,1653162.586161,1653162.586161,1653162.586161,1653162.586161
128,1296956.973866,1296956.973866,1296956.973866,1296956.973866,1296956.973866,1296956.973866
16384,1827357.422089,1827357.422089,1827357.422089,1827357.422089,1827357.422089,1827357.422089
512,1185420.043223,1185420.043223,1185420.043223,1185420.043223,1185420.043223,1185420.043223
4096,2878307.528998,2878307.528998,2878307.528998,2878307.528998,2878307.528998,2878307.528998
