frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,760787.325176,760787.325176,760787.325176,760787.325176,760787.325176,760787.325176
4,489602.544737,489602.544737,489602.544737,489602.544737,489602.544737,489602.544737
65536,1129167.214078,1129167.214078,1129167.214078,1129167.214078,1129167.214078,1129167.214078
1024,887810.271701,887810.271701,887810.271701,887810.271701,887810.271701,887810.271701
16,811375.131689,811375.131689,811375.131689,811375.131689,811375.131689,811375.131689
16384,857083.055474,857083.055474,857083.055474,857083.055474,857083.055474,857083.055474
64,859220.603160,859220.603160,859220.603160,859220.603160,859220.603160,859220.603160
2,424339.756140,424339.756140,424339.756140,424339.756140,424339.756140,424339.756140
128,986849.888374,986849.888374,986849.888374,986849.888374,986849.888374,986849.888374
32,932407.360993,932407.360993,932407.360993,932407.360993,932407.360993,932407.360993
512,1059446.844084,1059446.844084,1059446.844084,1059446.844084,1059446.844084,1059446.844084
2048,593642.830743,593642.830743,593642.830743,593642.830743,593642.830743,593642.830743
4096,1643167.348793,1643167.348793,1643167.348793,1643167.348793,1643167.348793,1643167.348793
256,888294.681902,888294.681902,888294.681902,888294.681902,888294.681902,888294.681902
8192,1954975.222545,1954975.222545,1954975.222545,1954975.222545,1954975.222545,1954975.222545
32768,1433894.191044,1433894.191044,1433894.191044,1433894.191044,1433894.191044,1433894.191044
