frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,202678.244341,202678.244341,202678.244341,202678.244341,202678.244341,202678.244341
4,382741.288357,382741.288357,382741.288357,382741.288357,382741.288357,382741.288357
8,539549.484329,539549.484329,539549.484329,539549.484329,539549.484329,539549.484329
256,971146.547834,971146.547834,971146.547834,971146.547834,971146.547834,971146.547834
128,1013943.711057,1013943.711057,1013943.711057,1013943.711057,1013943.711057,1013943.711057
16384,1235721.311838,1235721.311838,1235721.311838,1235721.311838,1235721.311838,1235721.311838
8192,1600126.967310,1600126.967310,1600126.967310,1600126.967310,1600126.967310,1600126.967310
32768,441072.762152,441072.762152,441072.762152,441072.762152,441072.762152,441072.762152
16,981897.382286,981897.382286,981897.382286,981897.382286,981897.382286,981897.382286
1024,710560.667668,710560.667668,710560.667668,710560.667668,710560.667668,710560.667668
512,1284559.852760,1284559.852760,1284559.852760,1284559.852760,1284559.852760,1284559.852760
32,1113848.840582,1113848.840582,1113848.840582,1113848.840582,1113848.840582,1113848.840582
64,1121283.872097,1121283.872097,1121283.872097,1121283.872097,1121283.872097,1121283.872097
65536,3166203.409846,3166203.409846,3166203.409846,3166203.409846,3166203.409846,3166203.409846
2048,1480946.883609,1480946.883609,1480946.883609,1480946.883609,1480946.883609,1480946.883609
4096,1283890.720902,1283890.720902,1283890.720902,1283890.720902,1283890.720902,1283890.720902
