frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
256,907345.217325,907345.217325,907345.217325,907345.217325,907345.217325,907345.217325
32,564058.389618,564058.389618,564058.389618,564058.389618,564058.389618,564058.389618
8,401638.069490,401638.069490,401638.069490,401638.069490,401638.069490,401638.069490
16,574546.324678,574546.324678,574546.324678,574546.324678,574546.324678,574546.324678
64,707354.215013,707354.215013,707354.215013,707354.215013,707354.215013,707354.215013
4096,1210694.656763,1210694.656763,1210694.656763,1210694.656763,1210694.656763,1210694.656763
1024,952501.774958,952501.774958,952501.774958,952501.774958,952501.774958,952501.774958
8192,825088.723193,825088.723193,825088.723193,825088.723193,825088.723193,825088.723193
4,542674.861277,542674.861277,542674.861277,542674.861277,542674.861277,542674.861277
2,722893.242196,722893.242196,722893.242196,722893.242196,722893.242196,722893.242196
2048,1218091.328752,1218091.328752,1218091.328752,1218091.328752,1218091.328752,1218091.328752
65536,2849603.067988,2849603.067988,2849603.067988,2849603.067988,2849603.067988,2849603.067988
128,896947.006481,896947.006481,896947.006481,896947.006481,896947.006481,896947.006481
32768,1750760.410677,1750760.410677,1750760.410677,1750760.410677,1750760.410677,1750760.410677
16384,2449208.330747,2449208.330747,2449208.330747,2449208.330747,2449208.330747,2449208.330747
512,1515198.192357,1515198.192357,1515198.192357,1515198.192357,1515198.192357,1515198.192357
