frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,224822.408314,224822.408314,224822.408314,224822.408314,224822.408314,224822.408314
4,359063.925971,359063.925971,359063.925971,359063.925971,359063.925971,359063.925971
65536,406860.869684,406860.869684,406860.869684,406860.869684,406860.869684,406860.869684
2,239213.495541,239213.495541,239213.495541,239213.495541,239213.495541,239213.495541
2048,863939.359125,863939.359125,863939.359125,863939.359125,863939.359125,863939.359125
512,1099160.310926,1099160.310926,1099160.310926,1099160.310926,1099160.310926,1099160.310926
8,435792.577409,435792.577409,435792.577409,435792.577409,435792.577409,435792.577409
64,726562.919632,726562.919632,726562.919632,726562.919632,726562.919632,726562.919632
8192,878702.081691,878702.081691,878702.081691,878702.081691,878702.081691,878702.081691
32,829041.873951,829041.873951,829041.873951,829041.873951,829041.873951,829041.873951
128,932611.439707,932611.439707,932611.439707,932611.439707,932611.439707,932611.439707
1024,1328999.088873,1328999.088873,1328999.088873,1328999.088873,1328999.088873,1328999.088873
4096,2057923.790707,2057923.790707,2057923.790707,2057923.790707,2057923.790707,2057923.790707
256,1402550.949519,1402550.949519,1402550.949519,1402550.949519,1402550.949519,1402550.949519
32768,3731313.591171,3731313.591171,3731313.591171,3731313.591171,3731313.591171,3731313.591171
16384,2618429.837070,2618429.837070,2618429.837070,2618429.837070,2618429.837070,2618429.837070
