frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,468555.990730,468555.990730,468555.990730,468555.990730,468555.990730,468555.990730
4,380267.027251,380267.027251,380267.027251,380267.027251,380267.027251,380267.027251
2,269720.219110,269720.219110,269720.219110,269720.219110,269720.219110,269720.219110
128,938216.373379,938216.373379,938216.373379,938216.373379,938216.373379,938216.373379
2048,1284712.262203,1284712.262203,1284712.262203,1284712.262203,1284712.262203,1284712.262203
32768,787267.251894,787267.251894,787267.251894,787267.251894,787267.251894,787267.251894
32,778475.266740,778475.266740,778475.266740,778475.266740,778475.266740,778475.266740
256,967045.307659,967045.307659,967045.307659,967045.307659,967045.307659,967045.307659
8,773865.471369,773865.471369,773865.471369,773865.471369,773865.471369,773865.471369
4096,1566600.038586,1566600.038586,1566600.038586,1566600.038586,1566600.038586,1566600.038586
16384,1935374.929574,1935374.929574,1935374.929574,1935374.929574,1935374.929574,1935374.929574
8192,960610.292999,960610.292999,960610.292999,960610.292999,960610.292999,960610.292999
64,1123063.301286,1123063.301286,1123063.301286,1123063.301286,1123063.301286,1123063.301286
512,833122.498371,833122.498371,833122.498371,833122.498371,833122.498371,833122.498371
65536,2279984.441386,2279984.441386,2279984.441386,2279984.441386,2279984.441386,2279984.441386
1024,1202365.094606,1202365.094606,1202365.094606,1202365.094606,1202365.094606,1202365.094606
