frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,286635.972727,286635.972727,286635.972727,286635.972727,286635.972727,286635.972727
2,499249.141518,499249.141518,499249.141518,499249.141518,499249.141518,499249.141518
512,788363.787144,788363.787144,788363.787144,788363.787144,788363.787144,788363.787144
4096,535239.284569,535239.284569,535239.284569,535239.284569,535239.284569,535239.284569
128,1335439.197860,1335439.197860,1335439.197860,1335439.197860,1335439.197860,1335439.197860
16,1056140.317181,1056140.317181,1056140.317181,1056140.317181,1056140.317181,1056140.317181
256,1085525.543786,1085525.543786,1085525.543786,1085525.543786,1085525.543786,1085525.543786
8,664939.520299,664939.520299,664939.520299,664939.520299,664939.520299,664939.520299
32,702811.839312,702811.839312,702811.839312,702811.839312,702811.839312,702811.839312
2048,1539673.324956,1539673.324956,1539673.324956,1539673.324956,1539673.324956,1539673.324956
32768,973759.500211,973759.500211,973759.500211,973759.500211,973759.500211,973759.500211
16384,1550400.417257,1550400.417257,1550400.417257,1550400.417257,1550400.417257,1550400.417257
1024,1700348.053525,1700348.053525,1700348.053525,1700348.053525,1700348.053525,1700348.053525
65536,844133.963806,844133.963806,844133.963806,844133.963806,844133.963806,844133.963806
64,1120767.003091,1120767.003091,1120767.003091,1120767.003091,1120767.003091,1120767.003091
8192,1065209.228776,1065209.228776,1065209.228776,1065209.228776,1065209.228776,1065209.228776
