frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8192,209270.470179,209270.470179,209270.470179,209270.470179,209270.470179,209270.470179
8,331673.886589,331673.886589,331673.886589,331673.886589,331673.886589,331673.886589
32768,1435078.259284,1435078.259284,1435078.259284,1435078.259284,1435078.259284,1435078.259284
64,699798.826051,699798.826051,699798.826051,699798.826051,699798.826051,699798.826051
65536,1598676.995858,1598676.995858,1598676.995858,1598676.995858,1598676.995858,1598676.995858
4,415822.622200,415822.622200,415822.622200,415822.622200,415822.622200,415822.622200
16,922895.794787,922895.794787,922895.794787,922895.794787,922895.794787,922895.794787
32,1089385.919462,1089385.919462,1089385.919462,1089385.919462,1089385.919462,1089385.919462
2,600711.700586,600711.700586,600711.700586,600711.700586,600711.700586,600711.700586
256,974716.089313,974716.089313,974716.089313,974716.089313,974716.089313,974716.089313
16384,2140358.469217,2140358.469217,2140358.469217,2140358.469217,2140358.469217,2140358.469217
128,1235408.704100,1235408.704100,1235408.704100,1235408.704100,1235408.704100,1235408.704100
512,1157881.622567,1157881.622567,1157881.622567,1157881.622567,1157881.622567,1157881.622567
2048,1389219.234527,1389219.234527,1389219.234527,1389219.234527,1389219.234527,1389219.234527
4096,1616943.258392,1616943.258392,1616943.258392,1616943.258392,1616943.258392,1616943.258392
1024,1659688.576011,1659688.576011,1659688.576011,1659688.576011,1659688.576011,1659688.576011
