frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,1219263.736169,1219263.736169,1219263.736169,1219263.736169,1219263.736169,1219263.736169
2,339661.297346,339661.297346,339661.297346,339661.297346,339661.297346,339661.297346
16,390715.964006,390715.964006,390715.964006,390715.964006,390715.964006,390715.964006
2048,549019.263576,549019.263576,549019.263576,549019.263576,549019.263576,549019.263576
64,937148.396709,937148.396709,937148.396709,937148.396709,937148.396709,937148.396709
32,411141.445805,411141.445805,411141.445805,411141.445805,411141.445805,411141.445805
512,905284.247669,905284.247669,905284.247669,905284.247669,905284.247669,905284.247669
128,782810.343381,782810.343381,782810.343381,782810.343381,782810.343381,782810.343381
8,776646.279325,776646.279325,776646.279325,776646.279325,776646.279325,776646.279325
4,560007.013047,560007.013047,560007.013047,560007.013047,560007.013047,560007.013047
32768,740916.115505,740916.115505,740916.115505,740916.115505,740916.115505,740916.115505
8192,754226.457195,754226.457195,754226.457195,754226.457195,754226.457195,754226.457195
1024,1075225.442603,1075225.442603,1075225.442603,1075225.442603,1075225.442603,1075225.442603
16384,1943003.355106,1943003.355106,1943003.355106,1943003.355106,1943003.355106,1943003.355106
4096,2285474.981075,2285474.981075,2285474.981075,2285474.981075,2285474.981075,2285474.981075
256,1454993.489899,1454993.489899,1454993.489899,1454993.489899,1454993.489899,1454993.489899
