frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,836956.161808,836956.161808,836956.161808,836956.161808,836956.161808,836956.161808
2,573051.924546,573051.924546,573051.924546,573051.924546,573051.924546,573051.924546
4,689584.411170,689584.411170,689584.411170,689584.411170,689584.411170,689584.411170
32768,772281.595398,772281.595398,772281.595398,772281.595398,772281.595398,772281.595398
32,723037.450135,723037.450135,723037.450135,723037.450135,723037.450135,723037.450135
64,1008490.529843,1008490.529843,1008490.529843,1008490.529843,1008490.529843,1008490.529843
16384,872299.751704,872299.751704,872299.751704,872299.751704,872299.751704,872299.751704
8192,1617066.624409,1617066.624409,1617066.624409,1617066.624409,1617066.624409,1617066.624409
16,692257.263445,692257.263445,692257.263445,692257.263445,692257.263445,692257.263445
256,792682.889828,792682.889828,792682.889828,792682.889828,792682.889828,792682.889828
1024,1389475.865063,1389475.865063,1389475.865063,1389475.865063,1389475.865063,1389475.865063
128,1296274.655244,1296274.655244,1296274.655244,1296274.655244,1296274.655244,1296274.655244
4096,1149904.971128,1149904.971128,1149904.971128,1149904.971128,1149904.971128,1149904.971128
512,1251808.462485,1251808.462485,1251808.462485,1251808.462485,1251808.462485,1251808.462485
65536,1490038.671886,1490038.671886,1490038.671886,1490038.671886,1490038.671886,1490038.671886
2048,1505106.790018,1505106.790018,1505106.790018,1505106.790018,1505106.790018,1505106.790018
