frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,925291.363981,925291.363981,925291.363981,925291.363981,925291.363981,925291.363981
4,447858.207250,447858.207250,447858.207250,447858.207250,447858.207250,447858.207250
4096,598450.425346,598450.425346,598450.425346,598450.425346,598450.425346,598450.425346
16,328134.873624,328134.873624,328134.873624,328134.873624,328134.873624,328134.873624
8,443667.314929,443667.314929,443667.314929,443667.314929,443667.314929,443667.314929
16384,1000795.570159,1000795.570159,1000795.570159,1000795.570159,1000795.570159,1000795.570159
2,535489.410356,535489.410356,535489.410356,535489.410356,535489.410356,535489.410356
32,1021426.361345,1021426.361345,1021426.361345,1021426.361345,1021426.361345,1021426.361345
128,1248632.599917,1248632.599917,1248632.599917,1248632.599917,1248632.599917,1248632.599917
2048,1417803.696082,1417803.696082,1417803.696082,1417803.696082,1417803.696082,1417803.696082
8192,2154682.126844,2154682.126844,2154682.126844,2154682.126844,2154682.126844,2154682.126844
512,1418922.550832,1418922.550832,1418922.550832,1418922.550832,1418922.550832,1418922.550832
64,909691.441612,909691.441612,909691.441612,909691.441612,909691.441612,909691.441612
1024,1669715.637755,1669715.637755,1669715.637755,1669715.637755,1669715.637755,1669715.637755
65536,2384710.650010,2384710.650010,2384710.650010,2384710.650010,2384710.650010,2384710.650010
256,1506749.677332,1506749.677332,1506749.677332,1506749.677332,1506749.677332,1506749.677332
