frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,508899.001352,508899.001352,508899.001352,508899.001352,508899.001352,508899.001352
65536,1400743.641240,1400743.641240,1400743.641240,1400743.641240,1400743.641240,1400743.641240
8,755840.928935,755840.928935,755840.928935,755840.928935,755840.928935,755840.928935
4,610674.426147,610674.426147,610674.426147,610674.426147,610674.426147,610674.426147
256,1709298.568923,1709298.568923,1709298.568923,1709298.568923,1709298.568923,1709298.568923
64,865747.189007,865747.189007,865747.189007,865747.189007,865747.189007,865747.189007
2,521653.181672,521653.181672,521653.181672,521653.181672,521653.181672,521653.181672
512,1249060.622285,1249060.622285,1249060.622285,1249060.622285,1249060.622285,1249060.622285
32,1177433.468057,1177433.468057,1177433.468057,1177433.468057,1177433.468057,1177433.468057
1024,1688609.812417,1688609.812417,1688609.812417,1688609.812417,1688609.812417,1688609.812417
128,969530.457619,969530.457619,969530.457619,969530.457619,969530.457619,969530.457619
2048,1658749.662580,1658749.662580,1658749.662580,1658749.662580,1658749.662580,1658749.662580
16384,2263997.219572,2263997.219572,2263997.219572,2263997.219572,2263997.219572,2263997.219572
8192,1668758.207617,1668758.207617,1668758.207617,1668758.207617,1668758.207617,1668758.207617
4096,2259755.481287,2259755.481287,2259755.481287,2259755.481287,2259755.481287,2259755.481287
32768,3515120.532638,3515120.532638,3515120.532638,3515120.532638,3515120.532638,3515120.532638
