frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32,451351.330760,451351.330760,451351.330760,451351.330760,451351.330760,451351.330760
2048,785785.128887,785785.128887,785785.128887,785785.128887,785785.128887,785785.128887
2,409959.823302,409959.823302,409959.823302,409959.823302,409959.823302,409959.823302
64,950591.377042,950591.377042,950591.377042,950591.377042,950591.377042,950591.377042
4096,1105710.804254,1105710.804254,1105710.804254,1105710.804254,1105710.804254,1105710.804254
4,805872.678150,805872.678150,805872.678150,805872.678150,805872.678150,805872.678150
8,800446.942155,800446.942155,800446.942155,800446.942155,800446.942155,800446.942155
128,896037.074984,896037.074984,896037.074984,896037.074984,896037.074984,896037.074984
1024,1467504.096087,1467504.096087,1467504.096087,1467504.096087,1467504.096087,1467504.096087
16,811546.898210,811546.898210,811546.898210,811546.898210,811546.898210,811546.898210
256,1363899.997982,1363899.997982,1363899.997982,1363899.997982,1363899.997982,1363899.997982
32768,1128255.838740,1128255.838740,1128255.838740,1128255.838740,1128255.838740,1128255.838740
512,1094862.131589,1094862.131589,1094862.131589,1094862.131589,1094862.131589,1094862.131589
16384,2972663.861088,2972663.861088,2972663.861088,2972663.861088,2972663.861088,2972663.861088
8192,2202735.389632,2202735.389632,2202735.389632,2202735.389632,2202735.389632,2202735.389632
65536,3724440.843319,3724440.843319,3724440.843319,3724440.843319,3724440.843319,3724440.843319
