frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,334681.294373,334681.294373,334681.294373,334681.294373,334681.294373,334681.294373
4,513562.222436,513562.222436,513562.222436,513562.222436,513562.222436,513562.222436
16384,214192.867269,214192.867269,214192.867269,214192.867269,214192.867269,214192.867269
32,739895.592661,739895.592661,739895.592661,739895.592661,739895.592661,739895.592661
8,427653.507143,427653.507143,427653.507143,427653.507143,427653.507143,427653.507143
2,518144.557433,518144.557433,518144.557433,518144.557433,518144.557433,518144.557433
32768,851703.203819,851703.203819,851703.203819,851703.203819,851703.203819,851703.203819
64,727474.991909,727474.991909,727474.991909,727474.991909,727474.991909,727474.991909
256,637913.440627,637913.440627,637913.440627,637913.440627,637913.440627,637913.440627
16,926739.509191,926739.509191,926739.509191,926739.509191,926739.509191,926739.509191
2048,1181323.986702,1181323.986702,1181323.986702,1181323.986702,1181323.986702,1181323.986702
1024,827260.104572,827260.104572,827260.104572,827260.104572,827260.104572,827260.104572
512,1169603.749969,1169603.749969,1169603.749969,1169603.749969,1169603.749969,1169603.749969
8192,1891201.323450,1891201.323450,1891201.323450,1891201.323450,1891201.323450,1891201.323450
128,1268475.014784,1268475.014784,1268475.014784,1268475.014784,1268475.014784,1268475.014784
4096,2249491.646355,2249491.646355,2249491.646355,2249491.646355,2249491.646355,2249491.646355
