frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,195851.900552,195851.900552,195851.900552,195851.900552,195851.900552,195851.900552
2,549543.156807,549543.156807,549543.156807,549543.156807,549543.156807,549543.156807
4,800578.995020,800578.995020,800578.995020,800578.995020,800578.995020,800578.995020
128,689579.101120,689579.101120,689579.101120,689579.101120,689579.101120,689579.101120
32,664316.851299,664316.851299,664316.851299,664316.851299,664316.851299,664316.851299
16,895809.252669,895809.252669,895809.252669,895809.252669,895809.252669,895809.252669
256,999673.754097,999673.754097,999673.754097,999673.754097,999673.754097,999673.754097
1024,877869.581567,877869.581567,877869.581567,877869.581567,877869.581567,877869.581567
16384,1694760.336477,1694760.336477,1694760.336477,1694760.336477,1694760.336477,1694760.336477
4096,1088455.929314,1088455.929314,1088455.929314,1088455.929314,1088455.929314,1088455.929314
64,939001.324820,939001.324820,939001.324820,939001.324820,939001.324820,939001.324820
32768,1639455.640663,1639455.640663,1639455.640663,1639455.640663,1639455.640663,1639455.640663
8192,996267.261116,996267.261116,996267.261116,996267.261116,996267.261116,996267.261116
2048,1272559.163823,1272559.163823,1272559.163823,1272559.163823,1272559.163823,1272559.163823
512,1279098.862651,1279098.862651,1279098.862651,1279098.862651,1279098.862651,1279098.862651
65536,2338778.884909,2338778.884909,2338778.884909,2338778.884909,2338778.884909,2338778.884909
