frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,620772.488426,620772.488426,620772.488426,620772.488426,620772.488426,620772.488426
4,445500.447927,445500.447927,445500.447927,445500.447927,445500.447927,445500.447927
32,617588.335777,617588.335777,617588.335777,617588.335777,617588.335777,617588.335777
2048,819001.319316,819001.319316,819001.319316,819001.319316,819001.319316,819001.319316
64,988971.383395,988971.383395,988971.383395,988971.383395,988971.383395,988971.383395
8,650343.833136,650343.833136,650343.833136,650343.833136,650343.833136,650343.833136
8192,720829.251682,720829.251682,720829.251682,720829.251682,720829.251682,720829.251682
4096,844764.853955,844764.853955,844764.853955,844764.853955,844764.853955,844764.853955
2,562614.002359,562614.002359,562614.002359,562614.002359,562614.002359,562614.002359
16,963865.758743,963865.758743,963865.758743,963865.758743,963865.758743,963865.758743
1024,1387508.589873,1387508.589873,1387508.589873,1387508.589873,1387508.589873,1387508.589873
512,1174320.307701,1174320.307701,1174320.307701,1174320.307701,1174320.307701,1174320.307701
256,616737.999899,616737.999899,616737.999899,616737.999899,616737.999899,616737.999899
128,1151133.902988,1151133.902988,1151133.902988,1151133.902988,1151133.902988,1151133.902988
16384,1698581.474534,1698581.474534,1698581.474534,1698581.474534,1698581.474534,1698581.474534
32768,3505665.539558,3505665.539558,3505665.539558,3505665.539558,3505665.539558,3505665.539558
