frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,1009656.675350,50743.000000,0.000000
4,976409.480860,44191.000000,0.000000
8,750686.375444,43729.000000,0.000000
16,696757.418905,41911.000000,0.000000
32,859762.066626,43268.000000,0.000000
64,1045990.744387,42821.000000,0.000000
128,1055031.022303,46751.000000,0.000000
256,884914.289328,42471.000000,0.000000
512,1054480.734160,44674.000000,0.000000
1024,1186291.912455,51670.000000,0.000000
2048,2058157.067181,195237.000000,0.000000
4096,779674.484342,42807.000000,0.000000
8192,1401450.441609,86191.000000,0.000000
16384,1649326.483635,144587.000000,0.000000
32768,981466.197119,42875.000000,0.000000
65536,558735.058045,42796.000000,0.000000
