frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,649931.175298,34437.000000,4856.121704
4,567104.667104,37000.000000,21917.872023
8,849316.134601,32120.000000,34158.090740
16,972305.728526,34451.000000,44208.216634
32,1008393.138220,33972.000000,59723.169022
64,937280.057895,35836.000000,31666.891243
128,899207.587519,33061.000000,74159.636562
256,1177459.588614,76090.000000,65619.926684
512,1072686.646171,36748.000000,113002.181408
1024,1371543.783047,126182.000000,179909.894036
2048,1155247.051816,37908.000000,241466.715746
4096,1228364.855810,82472.000000,221165.575660
8192,1049155.952906,61323.000000,522935.390481
16384,1207142.851977,92736.000000,612556.793780
32768,1664698.094777,141905.000000,330985.104085
65536,668984.986906,57632.000000,648843.116436
