frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,534451.442209,37221.000000,0.000000
4,856594.356594,42357.000000,0.000000
8,790028.685245,40011.000000,0.000000
16,1204115.037944,36777.000000,0.000000
32,970691.663228,36871.000000,0.000000
64,1033101.630685,40937.000000,0.000000
128,1124046.027389,69936.000000,0.000000
256,772223.235031,41869.000000,0.000000
512,1385867.873520,112248.000000,0.000000
1024,1074217.446827,35056.000000,0.000000
2048,1342209.918560,93259.000000,0.000000
4096,1454857.582089,107055.000000,0.000000
8192,1368166.813224,80151.000000,0.000000
16384,842177.904558,40480.000000,0.000000
32768,3388941.499133,216039.000000,0.000000
65536,4372339.433217,276424.000000,0.000000
