frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,889798.179103,33033.000000,17751.709608
4,498600.923286,33494.000000,204.773045
8,679623.335479,35362.000000,7031.216395
16,920574.153024,31632.000000,25482.149517
32,681867.122665,31170.000000,34470.760900
64,698374.805726,33498.000000,25029.270125
128,1163241.980129,50257.000000,110014.822147
256,1170313.343087,73736.000000,27583.843423
512,1172291.567806,71695.000000,46555.581942
1024,838458.247005,33031.000000,56243.045855
2048,1548476.213644,142460.000000,348760.199464
4096,798984.969585,33573.000000,420990.775255
8192,2413864.957546,229699.000000,1054052.230456
16384,866808.398232,29307.000000,390979.247878
32768,3283105.106616,215898.000000,1664434.960064
65536,5093546.561891,228068.000000,4959565.613820
