frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,904388.813299,37216.000000,38895.361124
4,583074.440595,36328.000000,446.296986
8,766030.179533,44661.000000,26532.632078
16,750322.032773,38152.000000,126.735946
32,853129.577857,35386.000000,1811.876375
64,819887.942578,36809.000000,48773.185051
128,1129747.408019,46051.000000,48606.689756
256,1763942.851404,159495.000000,118971.511914
512,1295002.125054,93089.000000,175856.408587
1024,1872161.292690,185781.000000,321063.529115
2048,1313899.637195,108399.000000,288561.330951
4096,1545400.455950,101204.000000,580383.613782
8192,1136397.115316,99856.000000,662487.269698
16384,1410775.595003,115030.000000,929802.531793
32768,1205115.588744,86781.000000,337919.442628
65536,5811397.799017,295001.000000,5403087.083935
