frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,607435.823208,40011.000000,27297.314850
4,953085.965921,47457.000000,1207.115156
8,487598.319177,47923.000000,19516.503068
16,940514.191985,47467.000000,25592.239117
32,1067746.383334,40022.000000,45356.937584
64,1228797.049503,100222.000000,103521.085480
128,1124025.545064,50243.000000,50849.685358
256,885812.911261,42334.000000,27478.935096
512,1034321.968843,43809.000000,125595.737834
1024,904126.696454,40585.000000,192052.343724
2048,1226211.282632,45933.000000,243911.374376
4096,1246374.605643,69917.000000,319955.014852
8192,1317173.083078,63760.000000,271799.521052
16384,2227368.964713,232319.000000,535817.498331
32768,355989.666611,45172.000000,0.000000
65536,2881598.124129,284163.000000,1842089.038453
