frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,857416.396940,40942.000000,215.564376
4,866645.699658,39244.000000,17351.020662
8,774726.305623,42809.000000,87.040221
16,676417.181507,41873.000000,112.649900
32,1075768.372489,38271.000000,26840.886982
64,1101384.838667,40016.000000,34005.992398
128,1238066.466130,83920.000000,80595.369706
256,1069146.949217,54604.000000,91763.829208
512,1017388.900654,39544.000000,111543.210941
1024,1071492.249109,35385.000000,110303.546774
2048,1324959.071481,109199.000000,235697.259386
4096,1232234.703254,88206.000000,448999.156540
8192,1459098.343257,108300.000000,996866.596143
16384,1271410.043537,67332.000000,528736.880219
32768,1710648.739551,120706.000000,1443075.841863
65536,5622176.757632,251312.000000,5529126.605097
