frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,779959.124629,40069.000000,22410.832693
4,917935.294917,44307.000000,31936.698968
8,780180.797657,41434.000000,2199.787035
16,773702.100300,40030.000000,21417.074543
32,827436.782076,35399.000000,25171.705485
64,889277.387792,37686.000000,59465.245690
128,1239132.920516,77318.000000,44448.180941
256,1178120.999508,63574.000000,115694.415215
512,1182870.286051,38939.000000,125782.033562
1024,1532280.727784,117110.000000,99781.213422
2048,1136004.635108,41505.000000,172995.598100
4096,1735875.114012,166626.000000,312606.271861
8192,1114051.671363,55208.000000,391319.777262
16384,2306866.426706,179441.000000,1799741.796286
32768,1395345.583064,109439.000000,543390.314835
65536,2818446.824488,243372.000000,2483259.516305
