frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,671868.440693,40961.000000,67.668309
4,784944.430380,39088.000000,186.408154
8,769854.499281,41405.000000,101.163234
16,608957.385311,36774.000000,330.724961
32,849208.677411,39099.000000,19087.849957
64,1011666.431090,57467.000000,50677.192474
128,1079875.447696,34889.000000,86593.781197
256,1028693.326571,35836.000000,64096.298981
512,1283681.263825,85630.000000,94221.751878
1024,1006192.257734,36878.000000,119894.964844
2048,1281412.461750,113739.000000,334727.420932
4096,1296687.242735,70023.000000,403598.533853
8192,1210034.565627,49323.000000,318502.441597
16384,1478066.931048,100039.000000,501840.709557
32768,1469772.265189,95001.000000,1169057.865295
65536,1813252.459361,138901.000000,1643331.165648
