frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,965528.395342,41930.000000,40852.040475
4,745350.547492,44235.000000,190.499344
8,370650.707011,45596.000000,891.299613
16,633956.265551,40490.000000,99.373035
32,1195939.605301,49117.000000,46803.767551
64,938049.544289,41400.000000,76121.397071
128,1045533.335408,47990.000000,59378.452876
256,1390332.178702,104622.000000,22868.001946
512,1026238.380735,43373.000000,111566.649600
1024,1175617.276345,42964.000000,180699.610603
2048,1543643.268375,185359.000000,133773.573638
4096,2382852.036927,166532.000000,279254.205637
8192,509513.134279,45824.000000,227527.316103
16384,835155.326556,46072.000000,270815.616488
32768,1486795.974488,80741.000000,1049302.781521
65536,1144654.423086,80446.000000,1003829.883160
