frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,728793.616127,33051.000000,505.416660
4,915890.288783,31637.000000,27234.859023
8,689463.144178,33595.000000,10697.903813
16,932116.994988,34552.000000,20020.593722
32,849025.879601,37229.000000,35532.429624
64,1131137.558614,51183.000000,33934.173601
128,970186.413944,32096.000000,61476.925484
256,1158789.380243,71964.000000,89711.189820
512,1221755.043538,91174.000000,105929.421154
1024,983980.307684,33545.000000,217946.326574
2048,889457.463177,35849.000000,207913.987875
4096,975153.070004,32564.000000,244913.827096
8192,3288051.837800,256141.000000,1469208.489150
16384,1481228.003623,97135.000000,1057840.940511
32768,1456241.771457,112713.000000,1346127.483615
65536,626176.013822,33035.000000,0.000000
