frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,578421.365295,36289.000000,0.000000
4,918298.503866,34440.000000,0.000000
8,755279.402978,31644.000000,0.000000
16,991420.070113,34450.000000,0.000000
32,836095.027825,31744.000000,0.000000
64,1224809.157187,82150.000000,0.000000
128,1055359.273113,58792.000000,0.000000
256,1301123.024288,116096.000000,0.000000
512,1024142.508657,34446.000000,0.000000
1024,1365606.221240,91224.000000,0.000000
2048,1491253.366802,123920.000000,0.000000
4096,1586971.673929,134038.000000,0.000000
8192,797836.960640,55411.000000,0.000000
16384,1178889.077489,50199.000000,0.000000
32768,779578.248111,35367.000000,0.000000
65536,3196219.267198,289991.000000,0.000000
