frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,693186.428537,40941.000000,189.591666
4,693379.753676,38612.000000,23747.351473
8,855726.406336,34911.000000,427.019906
16,1043894.423859,39597.000000,15848.825162
32,1108986.628214,52077.000000,49774.109897
64,1152863.027291,37232.000000,44095.264031
128,898968.949276,40951.000000,19273.006278
256,1536845.803077,132499.000000,109298.468361
512,1387914.563474,128481.000000,132710.428588
1024,1293097.812974,109330.000000,245276.641960
2048,1451087.478574,98611.000000,309725.941432
4096,839494.812493,35365.000000,112545.098103
8192,1236283.717339,53637.000000,386314.364183
16384,675560.671508,35818.000000,181692.031655
32768,1867008.200221,121380.000000,1090877.364046
65536,863007.644335,34913.000000,421302.508440
