frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,491792.799087,37225.000000,692.984127
4,663452.260603,35820.000000,96.083297
8,740639.701609,38638.000000,4882.848759
16,879773.210247,40017.000000,40070.493533
32,994301.502181,36076.000000,52563.260991
64,1322658.718212,93928.000000,47552.318966
128,997701.214774,38618.000000,48932.910214
256,1149367.320040,45142.000000,58349.551232
512,1573907.772154,141433.000000,87437.587867
1024,1230823.013695,71012.000000,193820.260112
2048,1081950.744340,37707.000000,156477.040051
4096,878111.981307,38617.000000,123316.600756
8192,885862.779784,39679.000000,229446.347890
16384,1221270.640316,78588.000000,689034.058152
32768,1610771.333938,104390.000000,1479715.889098
65536,3198405.333156,180553.000000,3113545.151468
