frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,1017481.096190,48031.000000,0.000000
4,657243.178963,47008.000000,0.000000
8,884326.571804,46090.000000,0.000000
16,937012.948710,44797.000000,0.000000
32,671045.450909,45145.000000,0.000000
64,978062.358633,41420.000000,0.000000
128,1029664.203012,42796.000000,0.000000
256,906517.318097,41869.000000,0.000000
512,1311331.709860,107972.000000,0.000000
1024,1098104.547149,46566.000000,0.000000
2048,1686329.972764,162643.000000,0.000000
4096,2518002.747052,190119.000000,0.000000
8192,1920176.338142,166062.000000,0.000000
16384,3074779.380654,213365.000000,0.000000
32768,1525635.930985,138160.000000,0.000000
65536,542143.209809,37010.000000,0.000000
