frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,692453.386055,35357.000000,0.000000
4,671974.687684,31667.000000,0.000000
8,869735.822590,31662.000000,0.000000
16,944219.479305,33567.000000,0.000000
32,1197306.275722,67751.000000,0.000000
64,797623.544857,34428.000000,0.000000
128,1052099.622196,57110.000000,0.000000
256,841049.456540,35820.000000,0.000000
512,1520585.882406,128890.000000,0.000000
1024,1196537.086720,81906.000000,0.000000
2048,1231664.009758,87217.000000,0.000000
4096,1389582.249253,116881.000000,0.000000
8192,987947.118875,37447.000000,0.000000
16384,260176.181535,27454.000000,0.000000
32768,1866158.675549,99616.000000,0.000000
65536,1115877.230132,72406.000000,0.000000
