frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,761936.718356,32579.000000,198.527076
4,493580.125798,33045.000000,208.033651
8,966460.230026,36406.000000,20931.673679
16,834142.669635,32564.000000,214.557685
32,1015857.304371,33975.000000,171.965113
64,907916.416214,33539.000000,77536.302349
128,939033.836554,34102.000000,62634.820915
256,1088624.190913,34538.000000,76019.283363
512,1234475.621605,91112.000000,143760.414416
1024,1395381.245807,113033.000000,174930.781345
2048,1015140.697612,33970.000000,174250.976574
4096,1681747.627084,133492.000000,535816.467714
8192,930409.714770,52547.000000,438543.759062
16384,1103213.215843,35553.000000,388639.646100
32768,871134.113368,34428.000000,356910.252436
65536,4382214.691876,227711.000000,3137682.857279
