frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,611713.512806,45149.000000,0.000000
4,909719.518417,42333.000000,0.000000
8,541741.350142,45596.000000,0.000000
16,578302.754899,45130.000000,0.000000
32,962431.034401,48940.000000,0.000000
64,957954.148519,41951.000000,0.000000
128,1137096.642553,68591.000000,0.000000
256,1273511.114302,90106.000000,0.000000
512,1351365.181186,100735.000000,0.000000
1024,1121899.744412,74131.000000,0.000000
2048,1032146.971879,39078.000000,0.000000
4096,1063272.942128,48441.000000,0.000000
8192,525799.083292,39553.000000,0.000000
16384,1179057.238736,44747.000000,0.000000
32768,2209902.493537,190460.000000,0.000000
65536,4424533.642949,254967.000000,0.000000
