frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,540774.419882,40954.000000,0.000000
4,724104.495846,43278.000000,0.000000
8,528020.389592,39090.000000,0.000000
16,888356.397668,39074.000000,0.000000
32,610077.359005,40937.000000,0.000000
64,1085370.320856,39544.000000,0.000000
128,997025.968005,36207.000000,0.000000
256,1222950.872190,43734.000000,0.000000
512,959657.060661,36765.000000,0.000000
1024,1614674.731626,149482.000000,0.000000
2048,1179620.695523,55670.000000,0.000000
4096,1368953.735766,109510.000000,0.000000
8192,1840155.820531,159447.000000,0.000000
16384,825845.600010,38610.000000,0.000000
32768,1609913.871775,128113.000000,0.000000
65536,2065099.790298,132690.000000,0.000000
