arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
38,8.500000,262144,20138732.910852
38,9.800000,32768,35971958.493556
38,12.400000,4096,65688087.701599
38,18.900000,512,124963588.791077
38,56.300000,64,230866265.149085
38,60.000000,12,249248463.081512
38,60.000000,18,238747610.249590
38,60.000000,24,227813578.095623
