arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
34,8.500000,262144,27298796.753130
34,9.800000,32768,40855395.070215
34,12.400000,4096,76023612.762923
34,18.900000,512,142806006.976280
34,56.300000,64,251343925.136256
34,60.000000,12,268801800.330620
34,60.000000,18,256107393.633783
34,60.000000,24,240140910.426288
