arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,8.500000,262144,29817630.135777
32,9.800000,32768,48503013.718111
32,12.400000,4096,84039419.062506
32,18.900000,512,147443714.510734
32,56.300000,64,265292170.182062
32,60.000000,12,276174691.358638
32,60.000000,18,267392182.960714
32,60.000000,24,253259760.311521
