arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
40,8.500000,262144,17151347.955159
40,9.800000,32768,29516615.448598
40,12.400000,4096,54305841.094327
40,18.900000,512,123905535.837142
40,56.300000,64,221199901.790170
40,60.000000,12,237731236.603840
40,60.000000,18,228025797.595878
40,60.000000,24,217141101.827474
