arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
30,8.500000,262144,36411918.601675
30,9.800000,32768,51536860.718322
30,12.400000,4096,85928797.703016
30,18.900000,512,159795300.376203
30,56.300000,64,275765859.711138
30,60.000000,12,287588211.578346
30,60.000000,18,277227759.249137
30,60.000000,24,260830017.279474
