arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,8.500000,262144,33465386.881554
32,9.800000,32768,47155639.215956
32,12.400000,4096,82361984.179254
32,18.900000,512,153004511.121095
32,56.300000,64,265394342.467144
32,60.000000,12,277527331.231301
32,60.000000,18,267650003.501282
32,60.000000,24,255486985.836698
