arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,8.500000,262144,31327013.537143
32,9.800000,32768,50477134.025174
32,12.400000,4096,80736170.319360
32,18.900000,512,151880833.533654
32,56.300000,64,265493589.196439
32,60.000000,12,277723543.815225
32,60.000000,18,266800197.941728
32,60.000000,24,250951133.980572
