arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,8.500000,262144,56322037.446269
22,9.800000,32768,77330969.704559
22,12.400000,4096,115037874.733385
22,18.900000,512,188281241.590188
22,56.300000,64,307342908.441075
22,60.000000,12,317446439.541879
22,60.000000,18,306336906.672608
22,60.000000,24,292264041.161806
