arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
20,8.500000,262144,64231063.971539
20,9.800000,32768,87326209.962525
20,12.400000,4096,122539553.848845
20,18.900000,512,200123502.991097
20,56.300000,64,314749991.905265
20,60.000000,12,325309047.643311
20,60.000000,18,314137212.445412
20,60.000000,24,298599725.224427
