arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,8.500000,262144,56637464.385770
22,9.800000,32768,80082317.967863
22,12.400000,4096,116981489.555980
22,18.900000,512,191389479.702736
22,56.300000,64,307190473.081304
22,60.000000,12,315029966.076264
22,60.000000,18,305775007.992962
22,60.000000,24,292131670.781357
