arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,8.500000,262144,52609858.695869
24,9.800000,32768,68054957.572933
24,12.400000,4096,109672354.264625
24,18.900000,512,184470592.401859
24,56.300000,64,299540446.861281
24,60.000000,12,309186208.415292
24,60.000000,18,297250796.289022
24,60.000000,24,283972907.686522
