arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,8.500000,262144,22481695.202039
36,9.800000,32768,37066933.941443
36,12.400000,4096,65905996.336947
36,18.900000,512,133266153.886852
36,56.300000,64,244794731.307650
36,60.000000,12,256531163.929127
36,60.000000,18,248784657.852140
36,60.000000,24,233563773.813445
