arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,8.500000,262144,24837239.585550
36,9.800000,32768,39170716.695282
36,12.400000,4096,67228547.123544
36,18.900000,512,134712434.557097
36,56.300000,64,240956254.379101
36,60.000000,12,259253092.146338
36,60.000000,18,246720722.569606
36,60.000000,24,235012655.470942
