arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
26,8.500000,262144,47719807.432016
26,9.800000,32768,65745198.030064
26,12.400000,4096,102449270.514743
26,18.900000,512,175723249.110961
26,56.300000,64,291375649.506812
26,60.000000,12,301052684.232591
26,60.000000,18,291506629.980419
26,60.000000,24,277296611.090339
