arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,8.500000,262144,24538264.997979
36,9.800000,32768,35226821.505930
36,12.400000,4096,69550647.242416
36,18.900000,512,134417962.055591
36,56.300000,64,242128790.573890
36,60.000000,12,258089530.274411
36,60.000000,18,247616009.473190
36,60.000000,24,234322022.684367
