arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
26,8.500000,262144,45083700.042143
26,9.800000,32768,63839965.360352
26,12.400000,4096,101560624.950651
26,18.900000,512,177278052.548172
26,56.300000,64,291390797.060955
26,60.000000,12,301872825.894779
26,60.000000,18,291242611.142285
26,60.000000,24,275188483.573484
