arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
28,8.500000,262144,40108442.064421
28,9.800000,32768,58860991.862709
28,12.400000,4096,91956195.979790
28,18.900000,512,169137348.894051
28,56.300000,64,284072213.469493
28,60.000000,12,293835852.728241
28,60.000000,18,282847860.551503
28,60.000000,24,271797955.275264
