arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
20,8.500000,262144,64968095.175522
20,9.800000,32768,84043589.742404
20,12.400000,4096,120362012.440240
20,18.900000,512,197547382.475268
20,56.300000,64,314810151.358007
20,60.000000,12,325906333.440150
20,60.000000,18,313775537.217812
20,60.000000,24,300461993.186536
